machine_id,defect_flag,temp_zone1,temp_zone2,pressure_main,vibration_motor,voltage_input,usage_hours,error_count_history
DEF-0294,1,48.73988908223447,57.52070794631594,95.30089256395362,3.614527975271825,188.870333175079,17132,7
NRM-0235,0,46.17514123310702,50.12693282271981,97.70042836432164,0.6763169968777127,219.97175855613312,6056,2
NRM-0034,0,54.50199294197532,47.256126596592544,105.91746833444964,0.26439182652472387,223.33444822310227,2177,3
NRM-0010,0,47.71467896977826,45.27339704240881,100.49534537961705,0.19653875686430136,218.91783234064437,4987,2
NRM-0433,0,45.28487403828845,38.34985729501875,108.12937652770859,0.3680047230021109,222.1643255550208,4825,4
NRM-0435,0,59.44817212778771,51.46649747620629,109.7498752049805,0.250851509953266,221.04502014042103,7700,0
DEF-0271,1,75.65860998761637,55.12981888441062,96.89245959106039,3.766075172385274,196.8993392535454,9976,6
NRM-0220,0,41.732089421875834,46.32306922034107,103.79798095442868,0.6616221123512127,217.27291565762516,4405,3
DEF-0014,1,66.35753829476486,63.040448310004805,100.57471966999081,2.788738702072908,187.66516057410237,16252,10
DEF-0213,1,72.64096078496274,71.59664769990847,95.89976759091557,2.6536392931920254,193.45441767898748,10280,20
NRM-0148,0,59.5390439449064,44.6372883838238,98.74255371254254,0.7188679572805309,220.80438527489545,8529,4
NRM-0396,0,39.93689041740115,45.4972594845633,98.91291807242382,0.7061913298292679,221.2221691268911,2977,3
NRM-0183,0,47.612946469036,45.356621580622445,87.25288472207652,0.5885440550385287,221.99270197518157,8336,1
NRM-0257,0,57.359531995567714,45.20700975107054,97.63650233814566,0.523023213957135,219.48825236816845,9089,1
NRM-0117,0,49.09248418932167,52.14428853906784,92.62933933978947,0.3828144653364489,220.65821355742025,7967,1
DEF-0219,1,72.09461817429856,59.87486520627428,102.26649448800431,3.6121660392138506,197.7890515317593,19716,7
DEF-0229,1,60.06229422251501,59.388265486794474,83.47265103217872,3.1528939488458665,188.4597573922079,11036,30
DEF-0006,1,53.06841770510908,57.95474049138034,83.29887793540281,3.719393306284165,196.6149989863915,14692,22
NRM-0421,0,41.28526234756667,44.9933150239897,105.62109401594923,0.9097263061595565,217.7306693402371,3480,2
DEF-0447,1,73.16339155938344,59.05302429626393,67.69149198380636,2.050714371969469,187.18155157327288,13799,39
DEF-0451,1,68.15725266935492,54.916584357117515,86.33879289488698,2.468554169897895,194.32751607799133,9594,15
DEF-0103,1,54.00644175167911,52.08296639480244,111.23224203766273,1.8627976330739304,198.3038761586107,11456,30
NRM-0057,0,44.12579345808532,39.04900485952244,105.43678412857983,0.6636254572496367,215.78629921728438,9082,1
DEF-0387,1,55.43823116850353,59.75696552563592,96.72919654977244,2.2161541198526233,193.10852362869394,16686,10
DEF-0155,1,73.77101978786293,56.38281592946588,100.96718293886413,2.8446721954669987,196.21653832064183,18156,24
DEF-0045,1,83.72005680472304,43.79366329965464,74.63418537998565,2.2979454788854716,188.76108409017576,15262,14
NRM-0355,0,49.083328282496076,41.324635081863214,108.33506352678535,0.5797128131784015,218.26113450392629,4509,0
NRM-0173,0,43.85838802459555,39.50689787411094,107.10252143635532,0.47730387082357173,220.44311694724843,644,0
DEF-0423,1,46.63825535567502,56.16491236549,112.16522816906517,0.29115042707520816,192.91648699882833,16510,44
NRM-0417,0,49.83724888456143,44.57570477505324,100.86900582438669,0.898772587846519,219.08907923230757,6602,1
DEF-0224,1,57.90873615098087,64.27230313397347,98.22794787802161,1.7620538511908168,202.6058606888237,10671,21
DEF-0329,1,64.92270777745262,65.82903009604193,86.93317530472163,2.3917965396850462,200.01783280091644,18324,35
NRM-0242,0,50.635463744213986,45.434851087876794,107.6176265611452,0.2267104746211873,216.55531328626043,8797,1
NRM-0265,0,55.65109885918741,42.964465156229174,100.60059441537561,0.34000138106099265,219.45954336194544,5891,2
NRM-0031,0,44.826711897815336,36.57649653007087,89.67651255020624,0.8079481525351757,222.21180997183455,6083,4
DEF-0368,1,49.90307240746446,60.60573450924949,102.34843317520235,2.4355584865446214,192.4717182003128,15193,30
DEF-0078,1,59.69498852389472,57.1209087967766,85.87422454272534,0.658463068211532,187.42404468900725,16479,6
NRM-0102,0,50.05321121616325,43.87884896697626,102.4212878329715,0.6067492207483146,222.23765130741285,7188,2
DEF-0083,1,80.8203818296378,55.62190873307621,69.25800403553495,3.240942038025313,204.54708320235065,15167,49
NRM-0264,0,55.16278406176799,52.819500724497665,94.12962934195512,0.3422656137697275,221.7950871406076,128,2
DEF-0099,1,75.08602949848836,65.90987024310907,95.37257768042022,2.4104219835243064,196.63211682535356,16397,12
NRM-0445,0,48.80883162472191,39.301814404454944,108.02365997069433,0.6245757647684077,218.35756275158258,6704,2
NRM-0461,0,43.39450159642786,47.529309549202964,109.95447316472104,0.5326132687771156,217.8749848489794,8061,0
DEF-0077,1,65.35263551971728,62.5729449534527,108.06952608863737,3.181083411680408,191.89818138732224,17912,39
DEF-0499,1,57.84483180741679,58.95500019653134,80.39205815238769,2.639567435869362,190.81855940637305,16460,13
DEF-0301,1,57.9700253973016,61.489605326299014,94.3309859207994,2.252094341084999,186.0287138474497,8828,46
NRM-0136,0,48.406862980537014,50.411189557631836,103.60344735597114,0.3825721336016674,218.4421207183675,7061,1
NRM-0422,0,41.59135732335583,43.52248855233458,99.46735447402959,0.1760887942465189,219.45079534695913,1854,1
DEF-0173,1,62.252525048255826,52.19096569302264,120.02605653795203,2.415686459650139,203.9041460648332,15817,19
NRM-0391,0,48.617367598024444,55.07115237238994,103.18738735974553,0.20520394416777682,218.40904469569128,9107,1
DEF-0010,1,77.12172342133125,66.16748402271529,66.38767069583918,3.010362354579912,184.77788489090042,13110,18
NRM-0293,0,51.964818763089134,44.62014460270843,98.13754060064926,0.30545184527363617,221.0283905054946,9226,3
NRM-0386,0,49.691909776038635,51.145251531738076,100.71454693819086,0.9263540164124328,222.51895942461138,1393,1
NRM-0072,0,50.25891925599477,47.88396911956909,93.27977685764078,0.601065300015613,222.2058554654853,4624,4
NRM-0130,0,57.76520538146324,32.590068321398476,103.59675724645417,0.6084597538611483,220.94214656188691,716,0
DEF-0486,1,72.54083170290473,54.408629227173606,101.14289219365847,2.591095520247747,191.80004091611275,13100,49
DEF-0122,1,64.31019339654208,47.10892285168754,81.57949711356513,2.751362986360361,192.87892217394108,5645,31
DEF-0110,1,48.492642805514386,63.50471130723039,93.5222113019335,3.954415686368892,187.3266075900862,16485,42
NRM-0201,0,54.86550780507536,46.311073661184274,96.9503185277667,0.5290161299018488,218.68442522140884,3350,1
NRM-0337,0,48.201951478911084,39.6826831643883,89.48549134472484,0.458532245493356,221.83003984983992,2786,1
DEF-0130,1,73.1669851771357,63.09330979854966,109.29402920106902,3.3497678807309694,192.73127845731779,18400,16
NRM-0292,0,49.21818431281714,52.017676659770885,95.93819052856239,0.44260607269752744,220.59197580968592,2586,1
DEF-0352,1,55.74180816852421,60.50678355773276,73.76448991841464,3.130838894653841,195.88243655181313,5674,29
DEF-0198,1,58.96676434778288,52.06594142202455,87.98597844963734,2.3726208975226317,190.15400194843116,12052,35
DEF-0089,1,67.2966246423314,71.94939136109161,80.93378282802432,2.3294342984758685,195.79766702865362,6604,48
NRM-0443,0,48.958584001204905,52.647454234443046,105.20925305159881,0.5604153697543203,222.95598793453092,9940,2
DEF-0401,1,75.35249334723753,56.01428637796716,90.5531220627952,2.812475124959389,207.26951672971785,19114,20
NRM-0159,0,50.71251911288083,53.21689077902267,101.80323945717898,0.32730127900701317,219.93759302212183,8184,4
DEF-0043,1,61.654987641590516,58.40322461092611,86.93075241783617,2.7168493989938107,206.22403303005282,17991,9
NRM-0162,0,55.88772362384793,43.93710686005716,97.39568167424572,0.18384983653811168,219.87779617249726,7264,1
NRM-0345,0,53.25111196703472,48.973001914726055,104.86811124713924,0.39928607621845646,219.69877197074013,704,3
NRM-0342,0,48.00088529656911,47.67925167502467,98.30280174101095,0.34989407636923525,219.9980932574936,458,1
NRM-0083,0,51.41473092253742,41.02221466029559,102.12196968930506,0.7559037339520318,215.56636232129188,1466,3
DEF-0299,1,49.51237077876721,64.032820883405,93.0907427681927,2.3518678168201013,187.03598600323758,17728,33
NRM-0426,0,44.578781231941456,45.61366080819136,99.25526352550139,0.6017315608559682,220.1131603786109,3340,2
DEF-0260,1,65.9990554390241,60.72980804856575,83.03519483253801,2.2231324662620735,198.64234956236467,18272,40
DEF-0013,1,74.61173766418355,56.089760868500804,96.35914604686401,3.198164078392414,206.43612991478645,9636,40
DEF-0313,1,76.71245789321543,62.88419083937297,54.124175134308096,1.4864844227809189,195.22129693035166,5006,8
DEF-0433,1,68.3834666692159,65.48234616905442,80.6148406875568,1.444602244320986,193.98509681302173,10057,45
NRM-0280,0,33.62494683043272,40.91036453207267,106.04341005417652,0.4932470437204692,219.3217394581442,9220,4
DEF-0403,1,68.44897008249919,59.41685033799803,79.15368405546207,2.179152919900491,204.35331688096235,8554,6
NRM-0053,0,56.01119390207837,50.90245438986481,111.39200993264613,0.6314729926779142,217.45918251204114,2757,2
DEF-0362,1,74.03449036091101,60.30304417837466,96.57573870192604,1.6746263904531515,201.21591718607178,14784,35
DEF-0101,1,55.634859825032635,66.02485323650374,100.08637528342639,1.9961026835033744,194.0826542320177,9146,33
DEF-0241,1,61.39806405390053,70.644732778728,100.3301703552814,2.797996567832,202.9956116757469,17950,48
NRM-0225,0,58.644399436983434,43.29700646545069,102.50071516556942,0.22861288606008492,220.4463061094954,8491,2
DEF-0337,1,71.33361314843653,63.17709015104613,71.41112407719791,2.5479461042130627,196.38688468979095,18364,23
NRM-0270,0,50.13480578093176,46.78479948108905,91.48759099146706,0.503697214131286,220.244479503697,9704,3
NRM-0487,0,58.68471471509651,49.52091123487353,94.96369704639929,0.8617722755785889,221.12153869803032,6231,2
DEF-0214,1,52.61837225194433,60.12426169122322,79.76948425201029,1.5604080940054892,187.31774129754885,7496,15
DEF-0327,1,84.3638930256891,58.89086609371854,100.11601862241478,2.9291130978275675,196.53468853679774,8802,22
DEF-0108,1,51.60371501806209,60.74445113826112,74.0961258908082,1.6056438749064397,188.1864819823001,5951,23
NRM-0321,0,45.42396793848289,46.54984330492353,102.60922554806058,0.5511035513282749,220.00868173009906,9994,4
DEF-0478,1,78.49325062945844,68.30720506864198,87.79049404117472,2.073871221992993,191.16289499964162,8968,19
DEF-0398,1,70.41056763492638,59.232578605220716,110.80886116578894,3.417299133249542,189.0726882320245,16666,33
DEF-0185,1,65.91805774580673,56.33657904371191,97.58140719937226,2.9799953663398697,190.94963457895255,11812,36
DEF-0200,1,78.97414703060372,59.624279165949915,81.31555117208744,2.5509507149212927,197.35980666623306,12285,25
DEF-0494,1,62.298400076173365,62.969633672113225,73.43383083732623,3.239176366867523,192.48862412746058,12545,25
DEF-0021,1,58.10805789535755,67.0139715546805,68.97223405811579,2.9694856750402163,205.9522781290499,11287,37
NRM-0272,0,46.383274156282674,48.31390943010481,104.9132845363617,0.39130544823409297,222.26362032243085,7827,0
NRM-0003,0,51.106430608652666,47.1478150010174,102.16694307866948,0.06713802643043205,219.34280112381688,6945,0
DEF-0176,1,70.43600154594432,58.14692833956947,101.57548065972517,0.2211659034959395,200.74382850186052,18125,21
NRM-0295,0,51.62344290817542,46.55696396320465,93.0884869543162,0.23274318228300575,222.024876873659,7211,2
NRM-0109,0,48.032350720151356,38.27675486265287,101.05800190294254,0.5182201733212245,223.61306934291866,482,0
DEF-0414,1,73.53386443329083,58.05585573345713,104.9899456685963,2.3103384072915376,200.27333289384381,5679,40
DEF-0044,1,51.73168233864103,69.21857898875923,79.03887895155519,1.476064213389496,193.81304019396666,15457,30
NRM-0093,0,43.154317313252676,47.80118519744229,95.94808152787508,0.6495404230263293,221.89741383498614,8565,3
NRM-0306,0,59.68777150981169,31.70761784072894,99.16304330397278,0.22711278555156142,219.22925999869818,478,1
DEF-0237,1,55.743791502256336,62.279438860408035,122.47503517351626,1.9851854156958855,199.6392006404062,10607,6
NRM-0050,0,42.1114895418357,47.35571874881045,98.38040091726535,0.7659993675093314,221.35902450815883,3612,3
NRM-0441,0,45.81954164890187,37.94600153186472,101.82054272121334,0.06310145298963821,220.54705754228354,8039,2
DEF-0026,1,74.64810582328435,54.67584423568497,91.63067699441078,2.5846109176222085,199.60333357856535,17915,15
DEF-0314,1,63.45534481132024,62.15286336047025,54.757075395122015,2.7675993614224943,197.1821256474654,16120,42
NRM-0473,0,48.0300665937844,42.6242606638026,105.86755429179678,0.6528792026554061,218.25095241461787,4875,2
DEF-0097,1,69.02034480046922,65.18769972128949,82.3497540171788,2.284100051765303,190.10618142108845,8228,12
NRM-0288,0,57.86706073762923,47.790683615132245,99.47104806074144,0.49188562543796965,213.90444537521282,6059,3
NRM-0023,0,47.256254332925906,44.446673157213354,95.51678886342395,0.6683967390904254,219.2615855991051,9217,1
DEF-0184,1,49.55535506393532,62.51714541300939,58.17666087916774,2.7343948219615646,189.67218137567488,10757,49
DEF-0029,1,61.16676693734097,66.7158410614839,78.9817852507871,1.732084294308875,200.52464109225073,15927,16
DEF-0051,1,81.88017032368914,66.38832447894212,81.12642916746255,2.93767790493603,193.98903673783053,17324,16
DEF-0064,1,51.797667929793576,69.15729382927177,107.69160181081931,2.1246594783162362,186.43432735454562,8925,31
DEF-0178,1,60.32298798688109,61.73251940865358,89.29619131681224,2.881632661778497,195.38410945530129,10897,16
DEF-0322,1,68.2439997178791,58.21044454809419,99.46584777032258,1.976735992148544,190.48956867074128,14429,28
NRM-0496,0,35.83840840765373,50.797981446877486,89.30442937784575,0.4708125127773397,222.65523090321062,8735,0
DEF-0452,1,54.68265420203489,65.5668025297197,90.52690004891605,1.612802645431261,186.24315021716072,17626,29
DEF-0246,1,78.26809420041991,61.23513321802557,98.08698154774208,2.7733033754952916,190.72244321010874,15047,46
NRM-0448,0,42.646695215314416,49.028142533518505,106.51172361697827,0.3222079347924752,222.76527829120732,2766,2
NRM-0393,0,53.298249990411854,44.938862073900374,107.93663827055109,0.6914467615497372,218.83422655724792,8433,4
NRM-0349,0,50.1992116109409,30.57922782118833,100.42100504169686,0.7522927969732366,218.15338779629894,8880,2
NRM-0076,0,50.87643389466962,38.31637280562035,97.94088315518171,0.5263855933543914,219.09090456251312,1789,0
DEF-0421,1,65.09038186512308,57.626511151814704,105.49677773099761,3.6580695396099427,195.5308748487325,5086,21
NRM-0297,0,58.9755422417197,38.029128241265425,97.02563319416879,0.4555780076134828,219.2506920643767,8520,1
NRM-0341,0,61.316164195427675,46.26187104766804,102.23931663799641,0.43222501091020293,220.37998172140834,8171,4
NRM-0239,0,52.48307691483678,51.733217157172405,93.69394074073846,0.894562150943618,220.83035320464614,2531,3
NRM-0388,0,46.5697512148241,41.91393876676019,100.53528726496148,0.4309706237723946,221.37586594410286,2668,4
DEF-0023,1,58.17698436079728,57.31919949910489,106.44793284742323,2.842410272791542,182.65150567466202,16111,5
DEF-0487,1,63.33778515289849,60.49033769769472,109.43807672794522,1.9249340899130156,198.7250265643864,15378,28
DEF-0324,1,49.75478713380826,61.20462498644734,93.98829447089,3.915293360210629,193.19118465581593,14168,24
DEF-0347,1,64.69828333370866,55.0188397188874,89.07685089179927,3.516559668073753,198.1540792457231,9968,11
DEF-0197,1,55.15727624707496,60.89947075576739,110.880034295169,3.2346532848018508,187.1474969818841,14873,6
DEF-0156,1,49.74474829075261,56.540459650593775,89.31620975466754,2.6946715594581536,193.79381971071834,6980,39
NRM-0018,0,49.0286543401074,41.22104249920819,105.24353563208281,0.831081422617659,219.0328770323069,1720,4
NRM-0404,0,44.721802551007016,43.23157120216497,93.83784380418,0.6904923941072338,223.37837786730336,6607,2
DEF-0146,1,71.81891489626311,69.23353662868017,98.75892277988946,2.2125663273703524,197.95327415346154,19688,45
DEF-0069,1,80.51262854732971,70.30373962440993,116.33011263664807,2.3008286812167413,199.85785475477178,9719,27
DEF-0289,1,79.11709375931456,57.97187504393967,88.98913146422709,2.9326953779850773,199.42375527381657,15523,24
DEF-0418,1,72.90371896051711,61.70025647284445,98.55919495829296,3.2745477284262887,193.34345808408338,5195,16
NRM-0126,0,45.329261434460776,48.06979204135407,106.2715676646932,0.45984100062627514,217.9787576584212,8420,4
NRM-0370,0,44.387070305248784,44.08704061109477,103.64003923917014,0.6326856238642193,221.95026904248658,932,1
DEF-0072,1,74.81547376730082,61.65350278531966,89.77922612047595,3.137124343757061,193.59307446724458,15785,10
DEF-0115,1,55.59586225432098,58.62095217199004,74.13703122849986,2.01725099607779,193.7143886437639,9425,11
NRM-0156,0,42.06949170589019,41.6851060995539,102.07576992174356,0.36758404233320613,218.81776652523058,7047,4
DEF-0015,1,73.92629471506162,52.58787876570543,86.56728725641476,3.2701130319997618,193.95153781581502,6663,32
NRM-0314,0,46.656241432112274,43.87688538204261,95.6127262999845,0.01909009482992203,220.62530198241464,3722,4
DEF-0052,1,80.52859775839326,57.802410622628614,83.88126970843057,2.709298444777973,195.06073254536614,19191,29
NRM-0254,0,57.20972502900945,42.43812879661653,100.27931969922248,0.43807005720238784,222.29205515002684,6925,4
NRM-0203,0,44.399082806563975,43.08886380716924,96.59752028162497,0.35093530325858185,218.64053354479924,424,1
DEF-0386,1,49.11535459582442,63.96467426746553,104.55590084770277,3.14269203905693,195.16663962832902,14944,40
NRM-0051,0,55.483532151700636,55.430235247685566,94.92620253407074,0.42770744666120286,220.8328920762029,2135,1
DEF-0388,1,67.30070759191402,62.48871544545697,99.98886378081691,2.8372692884915645,199.19470250234806,7524,13
NRM-0063,0,53.447157852575664,40.722163817883605,94.86031619463331,0.8977536047829092,220.66823729926,5763,0
NRM-0178,0,50.59799339108724,41.822884465821225,108.42174258062491,0.7000043430185645,223.39486436267353,935,1
NRM-0058,0,52.14158346187619,45.38578248108858,97.03094295965647,0.46687371793647353,220.1571540594383,2481,2
DEF-0030,1,87.73345158017482,60.73487325228608,98.094138023755,1.3013634901024553,194.94278276265135,10895,31
DEF-0160,1,68.65506734826693,52.10138464644102,81.391657764973,2.1284871387090094,188.3677260277327,7433,28
DEF-0116,1,71.88838247032784,62.33391275132431,110.51055382082991,3.2666030609220567,196.13630704567285,8594,46
NRM-0244,0,47.759830702831444,39.97651450172863,105.15328897993733,0.36962757319320816,217.66550288101104,5660,0
DEF-0282,1,65.69779213498798,65.21009741581469,83.14442496206405,2.2584923958475587,196.21816250003687,14890,38
DEF-0218,1,60.658898205040195,57.2811028338833,91.30972461012846,2.9373532846170503,195.6161513645733,19588,37
NRM-0432,0,58.07997031281614,49.13014395853391,113.81262620394793,0.18927751408491908,218.9879305910618,8028,0
NRM-0287,0,55.78776595837656,44.208472609951684,99.08073053420395,0.3308653791011774,219.97180206818666,595,4
DEF-0047,1,66.4818173137915,63.23581348393522,91.89142241736043,0.9820984140090737,201.40270380838732,7427,37
DEF-0106,1,38.03113357058428,59.72852566741094,86.53598204686983,3.0569650918507345,204.24478047472672,15395,25
NRM-0081,0,43.439087612361085,45.22611354499991,100.25598950940542,0.3996431614376936,217.2550689042318,4758,2
DEF-0056,1,61.90907490803078,64.01906525688129,99.20762012213137,3.5863046304799906,192.8334829654872,16185,31
